t,q1,q2,q3,q4,q5,q6,q7,qp1,qp2,qp3,qp4,qp5,qp6,qp7,xd,yd,zd,vxd,vyd,vzd,wxd,wyd,wzd,x,y,z,vx,vy,vz,wx,wy,wz
0.305449,0.0241149,-1.1228,-0.0419138,2.21182,-0.0194605,0.629567,-0.0207436,0.0660464,-0.0911325,-0.113736,-0.0407524,-0.0563902,0.128764,-0.0558276,0.064792,0.0246,0.588243,-0.0356867,0,0.00244074,0,0,0,0.0646396,-0.0116045,0.588245,0,0,0,0,0,0
0.311474,0.0245091,-1.12335,-0.0425923,2.21157,-0.019798,0.630358,-0.0210767,0.0654187,-0.0925791,-0.112609,-0.0419903,-0.0560287,0.131409,-0.0552935,0.0645749,0.0246,0.588258,-0.0363838,0,0.00258788,0,0,0,0.06442,-0.0113862,0.588261,0,0,0,0,0,0
0.317362,0.0248913,-1.12391,-0.0432498,2.21131,-0.0201263,0.631148,-0.0213997,0.0649107,-0.0941052,-0.111684,-0.0432414,-0.0557498,0.134156,-0.0548504,0.0643587,0.0246,0.588274,-0.0370643,0,0.00273725,0,0,0,0.0642014,-0.0111743,0.588277,0,0,0,0,0,0
0.324719,0.0253651,-1.12462,-0.0440646,2.21098,-0.0205346,0.632162,-0.0217999,0.0644071,-0.0961607,-0.110748,-0.0448644,-0.0554942,0.137806,-0.0543943,0.0640829,0.0246,0.588295,-0.0379136,0,0.00293181,0,0,0,0.0639216,-0.0109109,0.588298,0,0,0,0,0,0
0.330699,0.0257466,-1.1252,-0.0447203,2.21071,-0.0208643,0.633002,-0.022122,0.0637958,-0.0975468,-0.109645,-0.0461528,-0.0551417,0.140446,-0.0538771,0.0638541,0.0246,0.588313,-0.038603,0,0.00309654,0,0,0,0.0636904,-0.0106985,0.588316,0,0,0,0,0,0
0.338204,0.0262216,-1.12595,-0.045536,2.21035,-0.0212762,0.634084,-0.0225229,0.0632863,-0.0996103,-0.108694,-0.0478695,-0.0548826,0.144199,-0.0534177,0.0635611,0.0246,0.588337,-0.0394672,0,0.00331185,0,0,0,0.0633932,-0.0104334,0.588341,0,0,0,0,0,0
0.344197,0.0265971,-1.12655,-0.0461808,2.21005,-0.021603,0.634964,-0.02284,0.0626676,-0.100943,-0.107576,-0.0492011,-0.054523,0.146831,-0.0528975,0.0633225,0.0246,0.588357,-0.0401563,0,0.00349076,0,0,0,0.0631521,-0.0102233,0.588362,0,0,0,0,0,0
0.350248,0.0269734,-1.12717,-0.0468262,2.20975,-0.0219312,0.63587,-0.0231575,0.0621683,-0.102445,-0.106656,-0.0506042,-0.054249,0.149712,-0.0524647,0.0630774,0.0246,0.588379,-0.0408512,0,0.0036778,0,0,0,0.0629045,-0.0100125,0.588384,0,0,0,0,0,0
0.357147,0.0273987,-1.12789,-0.0475555,2.20938,-0.0223036,0.636927,-0.0235163,0.0616606,-0.104227,-0.105711,-0.0522512,-0.0539798,0.153117,-0.0520171,0.0627929,0.0246,0.588405,-0.0416422,0,0.00389901,0,0,0,0.0626164,-0.00977357,0.588411,0,0,0,0,0,0
0.36305,0.0277594,-1.12851,-0.0481733,2.20907,-0.0226203,0.637846,-0.0238205,0.0610958,-0.105534,-0.104679,-0.0536378,-0.0536541,0.155783,-0.0515404,0.0625451,0.0246,0.588429,-0.0423179,0,0.00409514,0,0,0,0.0623662,-0.00957057,0.588435,0,0,0,0,0,0
0.3707,0.028223,-1.12934,-0.048967,2.20864,-0.0230289,0.639068,-0.0242114,0.0605975,-0.10756,-0.103735,-0.0555517,-0.0533997,0.159703,-0.0510929,0.062218,0.0246,0.588461,-0.0431921,0,0.00435893,0,0,0,0.0620346,-0.00930896,0.588468,0,0,0,0,0,0
0.37679,0.0285882,-1.13,-0.0495918,2.2083,-0.0233518,0.640057,-0.0245194,0.0599786,-0.108797,-0.102605,-0.057016,-0.0530345,0.162377,-0.0505771,0.0619528,0.0246,0.588488,-0.0438866,0,0.00457677,0,0,0,0.0617668,-0.00910236,0.588496,0,0,0,0,0,0
0.38466,0.0290562,-1.13087,-0.0503917,2.20783,-0.0237672,0.641367,-0.0249139,0.0594676,-0.110832,-0.101632,-0.0590588,-0.0527707,0.166434,-0.0501198,0.0616039,0.0246,0.588525,-0.0447824,0,0.00486885,0,0,0,0.0614131,-0.00883692,0.588534,0,0,0,0,0,0
0.391158,0.0294385,-1.1316,-0.0510445,2.20744,-0.0241076,0.642467,-0.0252361,0.0588348,-0.11213,-0.100467,-0.0606858,-0.0523971,0.169335,-0.0495913,0.0613105,0.0246,0.588558,-0.0455203,0,0.00511908,0,0,0,0.0611166,-0.00861952,0.588568,0,0,0,0,0,0
0.397336,0.0297988,-1.1323,-0.0516591,2.20705,-0.0244295,0.643531,-0.0255397,0.0583095,-0.113467,-0.0994876,-0.0622899,-0.0520958,0.172257,-0.0491445,0.0610271,0.0246,0.58859,-0.0462204,0,0.00536476,0,0,0,0.0608305,-0.00841416,0.588601,0,0,0,0,0,0
0.403917,0.0301792,-1.13306,-0.0523076,2.20663,-0.0247705,0.644686,-0.0258603,0.0578069,-0.114964,-0.0985382,-0.0640524,-0.0518148,0.175499,-0.04871,0.0607205,0.0246,0.588626,-0.0469646,0,0.00563493,0,0,0,0.0605206,-0.00819674,0.588638,0,0,0,0,0,0
0.409994,0.0305273,-1.13376,-0.0529004,2.20623,-0.0250835,0.64577,-0.0261536,0.0572805,-0.116207,-0.097553,-0.0656744,-0.0515076,0.178347,-0.0482649,0.060433,0.0246,0.588661,-0.0476501,0,0.00589223,0,0,0,0.0602305,-0.00799732,0.588674,0,0,0,0,0,0
0.417226,0.030938,-1.13462,-0.053599,2.20574,-0.025454,0.647086,-0.0264995,0.056784,-0.117895,-0.0965991,-0.0677037,-0.0512359,0.182049,-0.0478287,0.0600855,0.0246,0.588705,-0.0484639,0,0.00620844,0,0,0,0.0598789,-0.0077614,0.588718,0,0,0,0,0,0
0.423697,0.0313017,-1.13539,-0.0542172,2.20529,-0.0257834,0.648284,-0.0268059,0.0562122,-0.119133,-0.0955245,-0.0694815,-0.0508956,0.185047,-0.0473477,0.0597695,0.0246,0.588746,-0.0491901,0,0.0065007,0,0,0,0.0595598,-0.00755184,0.58876,0,0,0,0,0,0
0.431015,0.0317093,-1.13627,-0.0549089,2.20477,-0.0261537,0.649665,-0.0271491,0.0556908,-0.120738,-0.0945202,-0.0715959,-0.0506016,0.188753,-0.0468938,0.0594065,0.0246,0.588795,-0.0500089,0,0.00684199,0,0,0,0.0591927,-0.00731636,0.58881,0,0,0,0,0,0
0.436765,0.0320262,-1.13697,-0.0554462,2.20435,-0.0264426,0.650765,-0.027416,0.0551249,-0.121658,-0.0934602,-0.07319,-0.0502507,0.191251,-0.0464259,0.0591172,0.0246,0.588835,-0.0506503,0,0.00711826,0,0,0,0.058901,-0.00713275,0.588851,0,0,0,0,0,0
0.442841,0.0323584,-1.13772,-0.0560088,2.20389,-0.0267463,0.651945,-0.0276957,0.0546699,-0.12289,-0.0925826,-0.074985,-0.0499854,0.194267,-0.046034,0.0588073,0.0246,0.588879,-0.0513263,0,0.00741814,0,0,0,0.0585885,-0.0069398,0.588896,0,0,0,0,0,0
0.450636,0.0327807,-1.13869,-0.0567229,2.20329,-0.0271338,0.653492,-0.0280511,0.054179,-0.124625,-0.0916124,-0.0773872,-0.0497126,0.198395,-0.0455975,0.0584039,0.0246,0.588939,-0.0521907,0,0.00781487,0,0,0,0.0581801,-0.00669372,0.588957,0,0,0,0,0,0
0.456845,0.0331134,-1.13947,-0.0572848,2.2028,-0.0274402,0.65474,-0.0283312,0.0535849,-0.125539,-0.0904865,-0.079196,-0.0493375,0.201105,-0.0451056,0.0580777,0.0246,0.588988,-0.0528766,0,0.00814066,0,0,0,0.0578511,-0.00649928,0.589008,0,0,0,0,0,0
0.465386,0.0335668,-1.14056,-0.058049,2.2021,-0.0278592,0.656498,-0.0287126,0.053083,-0.127433,-0.0894761,-0.0819474,-0.049059,0.205742,-0.0446533,0.0576221,0.0246,0.58906,-0.0538165,0,0.00860327,0,0,0,0.0573894,-0.00623339,0.589081,0,0,0,0,0,0
0.471578,0.0338915,-1.14135,-0.0585955,2.20158,-0.0281604,0.657787,-0.0289858,0.0524457,-0.128151,-0.0882672,-0.0837753,-0.0486427,0.208276,-0.0441313,0.0572867,0.0246,0.589114,-0.054495,0,0.0089492,0,0,0,0.0570513,-0.00604233,0.589137,0,0,0,0,0,0
0.479887,0.0343232,-1.14243,-0.0593206,2.20086,-0.0285622,0.659555,-0.0293488,0.0519524,-0.129891,-0.0872657,-0.0865442,-0.0483601,0.212778,-0.0436879,0.0568301,0.0246,0.58919,-0.0554016,0,0.00942764,0,0,0,0.0565889,-0.00578745,0.589215,0,0,0,0,0,0
0.485854,0.0346296,-1.14321,-0.0598344,2.20033,-0.0288483,0.660839,-0.0296066,0.0513418,-0.130495,-0.086098,-0.0883584,-0.0479534,0.215187,-0.0431875,0.0564976,0.0246,0.589248,-0.0560497,0,0.00978136,0,0,0,0.0562538,-0.00560599,0.589273,0,0,0,0,0,0
0.493539,0.0350206,-1.14422,-0.0604887,2.19963,-0.0292147,0.662525,-0.0299352,0.050875,-0.13199,-0.085144,-0.0909951,-0.0476761,0.219315,-0.0427698,0.0560637,0.0246,0.589325,-0.0568807,0,0.0102496,0,0,0,0.0558151,-0.00537363,0.589352,0,0,0,0,0,0
0.500586,0.035375,-1.14516,-0.0610807,2.19897,-0.0295481,0.664093,-0.0302332,0.0503039,-0.132961,-0.0840155,-0.0933283,-0.0473046,0.222613,-0.0422853,0.0556602,0.0246,0.589398,-0.0576387,0,0.0106916,0,0,0,0.0554077,-0.00516223,0.589427,0,0,0,0,0,0
0.508021,0.0357451,-1.14616,-0.0616975,2.19826,-0.0298973,0.665776,-0.0305442,0.0497749,-0.134116,-0.0829476,-0.0958948,-0.0469662,0.22633,-0.0418259,0.0552287,0.0246,0.58948,-0.0584344,0,0.0111713,0,0,0,0.0549718,-0.00494072,0.58951,0,0,0,0,0,0
0.513982,0.0360386,-1.14696,-0.0621856,2.19768,-0.030175,0.667141,-0.0307908,0.0492389,-0.134708,-0.0818919,-0.0978735,-0.0466013,0.228897,-0.0413783,0.0548785,0.0246,0.589548,-0.059069,0,0.0115658,0,0,0,0.054619,-0.00476449,0.589579,0,0,0,0,0,0
0.520299,0.0363469,-1.14782,-0.0626972,2.19705,-0.0304676,0.668607,-0.0310498,0.0487976,-0.135626,-0.0809905,-0.10012,-0.0463128,0.23206,-0.0409934,0.0545032,0.0246,0.589622,-0.0597384,0,0.0119938,0,0,0,0.0542408,-0.00457883,0.589655,0,0,0,0,0,0
0.527263,0.0366835,-1.14877,-0.0632546,2.19633,-0.030788,0.670247,-0.0313324,0.0483301,-0.136642,-0.0800253,-0.102652,-0.0460059,0.235607,-0.0405822,0.0540846,0.0246,0.589707,-0.0604722,0,0.0124774,0,0,0,0.0538184,-0.00437542,0.589742,0,0,0,0,0,0
0.534514,0.0370302,-1.14976,-0.0638272,2.19557,-0.0311191,0.671982,-0.0316235,0.0478224,-0.137588,-0.0789781,-0.105305,-0.0456644,0.239206,-0.0401387,0.0536434,0.0246,0.589799,-0.0612316,0,0.0129943,0,0,0,0.0533729,-0.0041651,0.589836,0,0,0,0,0,0
0.543925,0.0374751,-1.15107,-0.0645595,2.19454,-0.0315455,0.674281,-0.0319965,0.0472791,-0.139063,-0.0778143,-0.108938,-0.0453093,0.244316,-0.039644,0.0530626,0.0246,0.589925,-0.0622097,0,0.0136855,0,0,0,0.0527843,-0.00389404,0.589965,0,0,0,0,0,0
0.549681,0.0377436,-1.15187,-0.0650002,2.1939,-0.0318036,0.675698,-0.0322218,0.0466445,-0.139029,-0.0765644,-0.110838,-0.0448361,0.246181,-0.0391276,0.0527028,0.0246,0.590005,-0.0628036,0,0.0141198,0,0,0,0.0524222,-0.00372989,0.590046,0,0,0,0,0,0
0.557123,0.0380876,-1.15292,-0.0655632,2.19306,-0.0321352,0.67756,-0.0325101,0.0462212,-0.140098,-0.0756438,-0.113802,-0.0445499,0.250218,-0.0387398,0.0522325,0.0246,0.590112,-0.0635665,0,0.0146945,0,0,0,0.0519474,-0.00351881,0.590156,0,0,0,0,0,0
0.563714,0.0383889,-1.15384,-0.0660547,2.19229,-0.0324263,0.679229,-0.0327625,0.0457084,-0.140571,-0.0745791,-0.116288,-0.0441752,0.25318,-0.0382983,0.0518114,0.0246,0.590211,-0.0642371,0,0.0152158,0,0,0,0.051523,-0.00333331,0.590256,0,0,0,0,0,0
0.571829,0.038756,-1.15499,-0.0666515,2.19132,-0.0327821,0.681319,-0.0330698,0.0452353,-0.141572,-0.0735418,-0.1196,-0.0438417,0.257498,-0.0378657,0.0512867,0.0246,0.590337,-0.0650563,0,0.0158741,0,0,0,0.0509928,-0.00310633,0.590385,0,0,0,0,0,0
