t,q1,q2,q3,q4,q5,q6,q7,qp1,qp2,qp3,qp4,qp5,qp6,qp7,xd,yd,zd,vxd,vyd,vzd,wxd,wyd,wzd,x,y,z,vx,vy,vz,wx,wy,wz
0.0603198,-1.19236e-05,-1.10767,-4.51782e-06,2.21666,2.30209e-05,0.610159,-2.4925e-05,-0.000387824,0.019983,-0.000146638,0.00298551,0.000749475,-0.0229685,-0.000811252,0,0,0,0.00698355,0,0.00106209,0,0,0,0.0704652,-0.0246,0.588089,0,0,0,0,0,0
0.0615824,-1.24234e-05,-1.10765,-4.70679e-06,2.21666,2.3987e-05,0.61013,-2.59707e-05,-0.000395902,0.0204021,-0.000149671,0.00304548,0.000765136,-0.0234476,-0.000828188,0,0,0,0.00712963,0,0.00108495,0,0,0,0.0704742,-0.0246,0.58809,0,0,0,0,0,0
0.0631325,-1.30525e-05,-1.10761,-4.94456e-06,2.21667,2.52028e-05,0.610092,-2.72867e-05,-0.000405815,0.0209166,-0.00015339,0.00311885,0.000784359,-0.0240355,-0.000848976,0,0,0,0.00730897,0,0.00111308,0,0,0,0.0704855,-0.0246,0.588092,0,0,0,0,0,0
0.064395,-1.3575e-05,-1.10759,-5.14201e-06,2.21667,2.62128e-05,0.610062,-2.83798e-05,-0.000413864,0.0213362,-0.000156396,0.00317699,0.000799998,-0.0245132,-0.000865878,0,0,0,0.00745497,0,0.0011364,0,0,0,0.0704949,-0.0246,0.588094,0,0,0,0,0,0
0.0655848,-1.40764e-05,-1.10756,-5.33147e-06,2.21668,2.71822e-05,0.610032,-2.9429e-05,-0.000421454,0.0217316,-0.000159234,0.00323211,0.00081474,-0.0249637,-0.000881813,0,0,0,0.00759257,0,0.00115829,0,0,0,0.070504,-0.0246,0.588095,0,0,0,0,0,0
0.0667487,-1.45756e-05,-1.10753,-5.52003e-06,2.21668,2.81472e-05,0.610002,-3.04735e-05,-0.000428878,0.0221183,-0.000162009,0.00328596,0.00082916,-0.0254043,-0.000897399,0,0,0,0.00772718,0,0.00117972,0,0,0,0.070513,-0.0246,0.588096,0,0,0,0,0,0
0.0679477,-1.5099e-05,-1.10751,-5.71771e-06,2.21669,2.91592e-05,0.609971,-3.15687e-05,-0.000436526,0.0225167,-0.000164868,0.00334144,0.000844016,-0.0258581,-0.000913456,0,0,0,0.00786585,0,0.0012018,0,0,0,0.0705224,-0.0246,0.588098,0,0,0,0,0,0
0.0691399,-1.56285e-05,-1.10748,-5.91765e-06,2.21669,3.01831e-05,0.60994,-3.26768e-05,-0.000444126,0.022913,-0.000167705,0.00339628,0.000858783,-0.0263092,-0.000929416,0,0,0,0.00800372,0,0.00122383,0,0,0,0.0705319,-0.0246,0.588099,0,0,0,0,0,0
0.0703243,-1.61634e-05,-1.10745,-6.11961e-06,2.21669,3.12176e-05,0.609908,-3.37964e-05,-0.000451673,0.0233067,-0.000170522,0.00345056,0.000873452,-0.0267572,-0.000945268,0,0,0,0.00814068,0,0.00124577,0,0,0,0.0705416,-0.0246,0.588101,0,0,0,0,0,0
0.0715162,-1.67108e-05,-1.10742,-6.32623e-06,2.2167,3.22762e-05,0.609876,-3.4942e-05,-0.000459265,0.0237029,-0.000173354,0.00350503,0.000888211,-0.0272079,-0.000961217,0,0,0,0.0082785,0,0.00126788,0,0,0,0.0705514,-0.0246,0.588102,0,0,0,0,0,0
0.0726732,-1.72507e-05,-1.1074,-6.52998e-06,2.2167,3.33205e-05,0.609844,-3.60721e-05,-0.000466629,0.0240877,-0.000176098,0.00355757,0.000902535,-0.0276452,-0.000976693,0,0,0,0.00841227,0,0.00128943,0,0,0,0.0705612,-0.0246,0.588104,0,0,0,0,0,0
0.0739762,-1.78696e-05,-1.10736,-6.76347e-06,2.21671,3.45175e-05,0.609807,-3.73674e-05,-0.00047493,0.0245209,-0.000179195,0.00361717,0.000918671,-0.028138,-0.00099413,0,0,0,0.00856294,0,0.0013136,0,0,0,0.0705723,-0.0246,0.588105,0,0,0,0,0,0
0.0751707,-1.84459e-05,-1.10733,-6.98089e-06,2.21671,3.56325e-05,0.609773,-3.8574e-05,-0.000482522,0.0249183,-0.000182017,0.0036707,0.000933451,-0.028589,-0.0010101,0,0,0,0.00870102,0,0.00133603,0,0,0,0.0705827,-0.0246,0.588107,0,0,0,0,0,0
0.076321,-1.90094e-05,-1.10731,-7.19339e-06,2.21672,3.67226e-05,0.60974,-3.97536e-05,-0.000489833,0.025301,-0.000184736,0.00372226,0.000947685,-0.0290233,-0.00102547,0,0,0,0.00883399,0,0.00135762,0,0,0,0.0705929,-0.0246,0.588109,0,0,0,0,0,0
0.0775319,-1.96119e-05,-1.10727,-7.42055e-06,2.21672,3.78883e-05,0.609704,-4.10149e-05,-0.000497532,0.0257039,-0.0001876,0.00377673,0.00096267,-0.0294806,-0.00104166,0,0,0,0.00897397,0,0.00138031,0,0,0,0.0706037,-0.0246,0.58811,0,0,0,0,0,0
0.078532,-2.01158e-05,-1.10725,-7.61052e-06,2.21672,3.88635e-05,0.609674,-4.207e-05,-0.000503872,0.026037,-0.000189948,0.00382049,0.000975033,-0.0298574,-0.00105501,0,0,0,0.00908954,0,0.00139935,0,0,0,0.0706128,-0.0246,0.588112,0,0,0,0,0,0
0.0795321,-2.06261e-05,-1.10722,-7.80285e-06,2.21673,3.9851e-05,0.609644,-4.31385e-05,-0.000510222,0.0263698,-0.000192306,0.00386493,0.000987403,-0.0302347,-0.00106837,0,0,0,0.00920513,0,0.00141822,0,0,0,0.070622,-0.0246,0.588113,0,0,0,0,0,0
0.0805322,-2.11427e-05,-1.1072,-7.99753e-06,2.21673,4.08508e-05,0.609613,-4.42203e-05,-0.00051657,0.0267028,-0.000194662,0.00390921,0.000999772,-0.0306119,-0.00108172,0,0,0,0.00932071,0,0.00143714,0,0,0,0.0706314,-0.0246,0.588114,0,0,0,0,0,0
0.0815323,-2.16656e-05,-1.10717,-8.19456e-06,2.21674,4.18631e-05,0.609582,-4.53155e-05,-0.000522916,0.0270357,-0.000197016,0.00395333,0.00101214,-0.030989,-0.00109508,0,0,0,0.00943629,0,0.00145609,0,0,0,0.0706408,-0.0246,0.588116,0,0,0,0,0,0
0.0825324,-2.2195e-05,-1.10714,-8.39395e-06,2.21674,4.28877e-05,0.609551,-4.64241e-05,-0.000529258,0.0273687,-0.000199367,0.00399729,0.0010245,-0.031366,-0.00110843,0,0,0,0.00955187,0,0.00147508,0,0,0,0.0706504,-0.0246,0.588117,0,0,0,0,0,0
